,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses,gold_label,vote_count,agreement,mean_vote
541,BNC-738,hear,modal,How did Selden know that the hound was following him? We know he ran a long way.,He was screaming for a long time before he fell and we could hear that he was running as he screamed.,Selden was running as he screamed,AB,present,we,first,plural,modal,BNC,no,1,1.414213562,3,0,"3, 3, 3, 3, 3, 3, 3, 3",entailment,8,1.000000,3.000000
542,BNC-747,hope,modal,"That evening Shannon steered well clear of Dane, all but tiptoeing around him, determined not to land in any more confrontations. From now till this snow siege ended, she would simply live under the same roof, but keep to her own side of an invisible barrier, she decided.",She could only hope he 'd do the same.,Dane would do the same,AB,present,she,third,singular,modal,BNC,no,0,0.666666667,-0.111111111,0.333333333,"-1, 0, 0, 0, 0, 0, 0, 0, 0",neutral,9,0.888889,-0.111111
550,BNC-759,hope,modal,"To get four miles they covered twenty, and they took nearly two hours. Edward was sweating lightly when they walked into the house.",Perhaps he had hoped that Hannele would be there miraculously.,Hannele would be there,EP,past,he,third,singular,modal,BNC,no,0.083333333,0.99620492,-1.666666667,0.707106781,"-1, -2, -2, -2, -2, 0, -2, -2, -2",contradiction,9,0.888889,-1.666667
551,BNC-760,hope,modal,"Like many questions which the police were obliged to put, these were a formality, it being clear that the bargeowners couldn't answer them.",It could only be hoped that the mooring-ropes were in better case than the anchors.,the mooring-ropes were in better case than the anchors,AB,present,it,third,singular,modal,BNC,no,0.666666667,1.322875656,0,0,"0, 0, 0, 0, 0, 0, 0, 0",neutral,8,1.000000,0.000000
555,BNC-774,hope,modal,Then it cried. It was another girl.,I was a little disappointed but I could only hope that Celia was still a bit hazy from the drugs.,Celia was still a bit hazy from the drugs,AB,present,I,first,singular,modal,BNC,no,-0.090909091,1.044465936,0.125,0.353553391,"1, 0, 0, 0, 0, 0, 0, 0",neutral,8,0.875000,0.125000
556,BNC-780,imagine,modal,Matthew rode on feeling a little more at peace with himself. He skirted the spruce plantation and supposed that at some point he should tell Sara about it.,He could imagine that she might be interested in its money-making propensity at the end of the year.,Sara might be interested in its money-making propensity at the end of the year,AB,present,he,third,singular,modal,BNC,no,0.833333333,1.114640858,1.444444444,0.881917104,"1, 3, 0, 1, 2, 2, 1, 1, 2",entailment,9,0.888889,1.444444
561,BNC-787,imagine,modal,"I was emotionally devastated, but I was not going back with the intention of finding a man to take care of me, to pay my bills, to embellish me and play papa as Helmut had.",I was irritated that he could imagine I would want to go back to him.,she would want to go back to Helmut,AB,past,he,third,singular,modal,BNC,no,-2.181818182,1.778661397,-2.222222222,1.986062548,"-3, -3, -3, -3, -2, 3, -3, -3, -3",contradiction,9,0.888889,-2.222222
564,BNC-791,imagine,modal,``That's good.'' Ruth stood looking at her.,Rachaela could imagine Emma would have been all congratulations and the joys of womanhood.,Emma would have been all congratulations and the joys of womanhood,AB,present,Rachaela,third,singular,modal,BNC,no,0.6,0.966091783,1.125,0.991031209,"2, -1, 2, 1, 1, 1, 2, 1",entailment,8,0.875000,1.125000
565,BNC-792,imagine,modal,"Meh ' Lindi did not develop the lower set of arms nor the bony, sinuous tail. Too much to expect a new pair of arms to grow out of her ribs, or her coccyx to elongate so enormously.",Nor could Jaq imagine that she could attain the full strength of a purestrain Stealer - though her own strength was formidable even when unenhanced.,Meh ' Lindi could attain the full strength of a purestrain Stealer,AB,present,Jaq,third,singular,modal,BNC,no,-0.9,1.286683938,-1.5,1.927248223,"-2, -2, -2, -3, -1, -2, 3, -3",contradiction,8,0.875000,-1.500000
572,BNC-803,know,modal,Gloria remarked as they shared their coffee break in the kitchen. Melissa suppressed a sigh.,She had hoped to dodge the subject but might have known that Gloria's boundless interest in all things morbid and sensational would make it impossible.,Gloria's boundless interest in all things morbid and sensational would make dodging the subject impossible,CI,past,she,third,singular,modal,BNC,yes,-0.090909091,1.221027883,1.875,1.125991626,"3, 3, 1, 1, 2, 3, 2, 0",entailment,8,0.875000,1.875000
574,BNC-810,know,modal,Merrill dropped into her chair. That altercation with Luke had drained her.,She might have known that he would never divulge his relationship with Elise.,Luke would never divulge his relationship with Elise,CI,past,she,third,singular,modal,BNC,yes,-0.3,0.948683298,1.777777778,0.971825316,"1, 2, 3, 2, 1, 3, 2, 2, 0",entailment,9,0.888889,1.777778
576,BNC-816,know,modal,``Yeah.'' Lorton wondered what was the purpose of that unnecessary question.,Perhaps Maxham already knew that the Newleys ' burglar alarm was one of the early Custodemus models.,the Newleys ' burglar alarm was one of the early Custodemus models,EP,past,Maxham,third,singular,modal,BNC,yes,0.111111111,0.333333333,2,1.658312395,"3, 2, -2, 3, 3, 1, 2, 3, 3",entailment,9,0.888889,2.000000
579,BNC-820,know,modal,"``Oh, very well,'' he said wearily.",He might have known that it was useless to argue with McAllister - her tongue was as long as her will was strong.,it was useless to argue with McAllister,CI,past,he,third,singular,modal,BNC,yes,1.272727273,1.848832555,2.375,0.744023809,"2, 2, 3, 3, 2, 3, 3, 1",entailment,8,1.000000,2.375000
581,BNC-823,know,modal,"I was angry with her for not saying anything, not doing anything. I still had a formless feeling that she understood me where my mother did not.",Perhaps it was despair that made me believe there was one person in the world who might know that I was in despair.,he was in despair,EP,present,who,third,singular,modal,BNC,yes,1.833333333,1.850470866,2.333333333,1.118033989,"2, 3, 3, 0, 1, 3, 3, 3, 3",entailment,9,0.888889,2.333333
583,BNC-829,know,modal,"``For such a person, finding a protector might not be so difficult, even in Edinburgh.'' Jean smiled.",He might have known that even someone as sensible as Miss van Wiliamsburgh would try to make a play of this sort.,even someone as sensible as Miss van Williamsburgh would try to make a play of this sort,CI,past,he,third,singular,modal,BNC,yes,0.1,1.449137675,2,0.9258201,"2, 2, 2, 0, 2, 3, 2, 3",entailment,8,0.875000,2.000000
585,BNC-837,know,modal,"I'm putting out no more clean linen until tomorrow. Fighting, indeed.",I might have known that Dr. Lorrimer would be mixed up in it.,Dr. Lorrimer would be mixed up in fighting,CI,past,I,first,singular,modal,BNC,yes,1.2,1.316561177,2.111111111,1.054092553,"3, 2, 1, 3, 3, 3, 2, 0, 2",entailment,9,0.888889,2.111111
586,BNC-839,know,modal,"L. Underneath, in purple ink, had been added. ``And love, Fenella'', with a capital X as a kiss.",I might have known Lisabeth wouldn't have walked up the stairs herself to leave the note.,Lisabeth wouldn't have walked up the stairs herself to leave a note,CI,past,I,first,singular,modal,BNC,yes,0.363636364,1.433368569,2.222222222,0.666666667,"3, 3, 3, 2, 1, 2, 2, 2, 2",entailment,9,1.000000,2.222222
587,BNC-844,know,modal,"On his orders the tapster broached a good cask of wine and brought across a bowl of water. Joachim cleaned my face, wiping dirt from the bruises whilst I greedily gulped the thick red claret.",Perhaps I should have known there was something wrong.,there was something wrong,DE,past,I,first,singular,modal,BNC,yes,1.222222222,1.394433378,1.75,1.164964745,"0, 1, 3, 3, 1, 3, 1, 2",entailment,8,0.875000,1.750000
588,BNC-85,find,conditional,He 'd gone. Philip had to get them back.,His Dad would kill him if he found that he 'd taken them.,Philip had taken them,,past,he,third,singular,conditional,BNC,yes,-0.222222222,1.986062548,2.777777778,0.440958552,"3, 3, 3, 2, 3, 3, 3, 2, 3",entailment,9,1.000000,2.777778
592,BNC-874,mean,modal,"There was no answer. Moving carefully, Benny stepped around the edges of the room, and opened the window shutters.",Her momentary horror at seeing the unmistakable form of General Etienne was only slightly dulled by the realization that the stiff posture he was in could only mean he was dead.,General Etienne was dead,AB,present,posture,third,singular,modal,BNC,no,0.272727273,1.190874392,2.875,0.353553391,"2, 3, 3, 3, 3, 3, 3, 3",entailment,8,1.000000,2.875000
603,BNC-899,notice,modal,"I didn't really like the way the other boys treated him. I was new at the school and still observing, still beginning friendships.",Perhaps Alec noticed that I did not ridicule him as the others did.,he did not ridicule Alec as the others did,EP,past,Alec,third,singular,modal,BNC,yes,1.454545455,1.752919642,2.777777778,0.440958552,"3, 3, 3, 3, 3, 3, 2, 3, 2",entailment,9,1.000000,2.777778
605,BNC-901,notice,modal,"It was as if they realised that she was not for the rough and tumble of this world, like the aggressive women with shaggy hair styles who pushed their way through life thrusting their hard shopping baskets at defenceless men. The man who had offered the seat had seen Ianthe as a tall fragile-looking woman in a pretty blue hat that matched her eyes.",He might also have noticed that her dark hair was touched with grey and that although she was not exactly smart there was a kind of elegance about her.,Ianthe's dark hair was touched with grey,EP,past,he,third,singular,modal,BNC,yes,-0.090909091,1.375103302,2,1.195228609,"1, 3, 3, 3, 2, 1, 3, 0",entailment,8,0.875000,2.000000
606,BNC-902,notice,modal,He was in Radio Times as a strip cartoon for eight years and his portrait has hung in the Royal Academy. This book is intended not only for present-day children but also for all who have ever enjoyed the Captain's adventures.,The story could have happened anywhere but some readers may notice that Sinkport closely resembles a well-known coastal town in East Sussex.,Sinkport closely resembles a well-known coastal town in East Sussex,AB,present,reader,third,plural,modal,BNC,yes,0.25,0.88640526,2.75,0.46291005,"3, 2, 3, 3, 3, 3, 2, 3",entailment,8,1.000000,2.750000
607,BNC-903,notice,modal,I had decided that I had to have a partial confidant at the school. One did not have to attend school meals with the boys over the week-end if one was off duty.,And the only master who might have noticed I had been away was Meli himself but as it happened he 'd been in Athens.,he had been away,EP,past,who,third,singular,modal,BNC,yes,1.1,1.523883927,2.375,0.916125381,"3, 3, 3, 3, 1, 3, 1, 2",entailment,8,1.000000,2.375000
608,BNC-904,notice,modal,And I was excited by my new importance. Proud and pleased to be playing opposite Frank Donovan who had once stood in for Hayden Coffin.,Occasionally perhaps I should notice that he was not the jovial easy-going character I remembered from my humble place in the chorus.,Frank Donovan was not the jovial easy-going character she remembered,DE,present,I,first,singular,modal,BNC,yes,-0.090909091,1.136181804,2,0.9258201,"1, 3, 2, 1, 1, 3, 3, 2",entailment,8,1.000000,2.000000
609,BNC-908,notice,modal,``And you're wrong about us. We're not children and I 'd say we're learning the rules pretty quickly.'',You may have noticed I'm not shaking any more!,he's not shaking any more,EP,past,you,second,unknown,modal,BNC,yes,1.090909091,1.044465936,3,0,"3, 3, 3, 3, 3, 3, 3, 3",entailment,8,1.000000,3.000000
611,BNC-917,pretend,modal,His flat was on the top floor. Underneath was a dentist and on the ground floor an estate agent.,They had arranged between themselves that if by chance Miriam was seen entering the house by day she could always pretend she was visiting the dentist.,Miriam was visiting the dentist,AB,future,she,third,singular,modal,BNC,no,0.363636364,1.566698904,-2.888888889,0.333333333,"-3, -3, -3, -3, -3, -2, -3, -3, -3",contradiction,9,1.000000,-2.888889
