index,uID,Context,Target,mean_vote
474,BNC-568,"What my source was up to, I have no idea.",All I do know is that while the world was waiting to discover how Mrs Thatcher was ever going to be toppled the most unlikely possibility was that she might admit she had been wrong about something and ask for her P45 without more ado.,1
475,BNC-570,He had his own worries. There was going to be an official inquiry into the shooting on the arrest of Terry Place.,But Terry was now conscious and might possibly admit that he had fired first.,1.375
476,BNC-571,"John's overcoat of a thin material in the rather common ``Italian'' style did not look very warm, she thought with a pang. They walked in silence for a few minutes.",One could hardly assume that he had not gone to church out of piety and because it was Ash Wednesday Ianthe thought but it was rather puzzling and disturbing to think that she couldn't even attend to her devotions in peace.,-0.1111111111111111
478,BNC-573,"He smacked her gold-black-striped bottom, and sent her, fuming, out to her little car. ``Any beer in the house?''",asked Boyd as soon as the car engine had started up and it could be assumed that Mrs Stych was on her way.,1.375
479,BNC-574,"Without the guidance of the nuns, Tilda seemed to have lost her last vestige of moral sense. Partisan Street, the first street on the way up from the boats, was, as has been said, considered a rough place - a row of decrepit two-up, two-down brick houses, the refuge of crippled and deformed humanity.",Whether they were poor because they were lame or lame because they were poor was perhaps a matter for sociologists and a few years later when their dwellings were swept away and replaced by council flats with rents much higher than they could afford it must be assumed that they disappeared from the face of the earth.,0.5555555555555556
480,BNC-579,"Her first school had been a church school, and twice a week they 'd had to set their chairs in a raggedy half-circle and fidget their way through one of the vicar's haranguing lectures on Life. He was a small man, bald and beady-eyed and turkey-necked, and only in retrospect could she see that he 'd probably been something of a mental case as well.",She could only now assume that life had served him badly in some way at least in his own opinion.,1.7272727272727273
481,BNC-583,"Obviously he did not make himself known so we can only speculate as to who he was watching, but we are all hoping that Trevor Proby will soon get the call. Likewise, supporters have reported to me that a well known, flamboyant Football League Premier Division chairman has been seen at ``The Tip''.",We may assume that he is not spying on players and so must be on the lookout for managerial talent.,1.375
483,BNC-585,"He had had a stiff greeting that morning from the Grand Commander Louis de Magnac, whom he had tricked over Loppe, and again on shipboard coming from Rhodes. With him was Brother William de Combort, who had entertained Primaflora so warmly at Rhodes in the belief that she was in Carlotta's employment.",Perhaps they all still believed that she was.,-0.3333333333333333
484,BNC-586,"In fact, as the great challenge of the conference drew nearer, an astonishing change seemed to come over my father. It was almost as though some supernatural force possessed him, causing him to shed twenty years.",His face lost much of the sunken look of recent times and he went about his work with such youthful vigour that a stranger might have believed there were not one but several such figures pushing trolleys about the corridors of Darlington Hall.,-1.75
485,BNC-587,"As the man crossed the street and started work, Harry headed back into the college. He could believe some drunken classics student had run amok with a spray-can, but not that he had chanced to write two words of no classical significance beneath the window of the room where Harry happened to be staying.",Nor could he believe he had been followed to Oxford by somebody determined to leave this macabre calling-card for him to see for to believe that opened up possibilities too sinister to be endured.,-0.3333333333333333
486,BNC-588,"``Bowled over,'' Graham said nervously, then wished he could gulp the words back somehow. Neither of the others seemed to think anything of it though.",But he felt bowled over and could hardly believe it wasn't obvious to every single person in the room.,1.1111111111111112
487,BNC-590,"But even the bone itself is eaten away in places, thought Nuadu, sick with horror. The Robemaker's skin was covered with suppurating sores, great festering, oozing ulcers, leprous growths, cancerous chancres.",In places the bone was exposed and in the uncertain light Nuadu could nearly believe that it had been nibbled.,0.25
488,BNC-591,"This contract was, perhaps, the only evidence from which I could deduce Helmut's hurt. By giving me a little he was showing both concern for me and his determination that I should pay materially for what I had done to him.",Perhaps too he may have believed that once the gloss on my love affair dimmed his money would act as a reminder of the comforts to which I could return.,0.625
